"","control1","control2","control3","control4","case1","case2","case3"
"91684_g_at",8.70504977071912,8.46153722585841,8.79216298258881,9.14706867858418,8.84182928873747,9.04388457000156,9.1867103127911
"218984_at",8.46054376116738,8.92517303499003,9.05729272557428,8.7820830485643,7.63090075130554,8.13090710129376,8.04319177093459
"219297_at",7.10054283288778,7.70603762801067,7.0893886534041,7.0027142607055,5.59658440993217,5.82163693620925,6.4501595210176
"217987_at",8.3296125420577,8.71371982183206,8.26759385677913,8.37348489565896,9.33151217428645,9.45876180724744,9.86571146462938
"220547_s_at",9.40186791944212,9.63220060916329,9.66645767494622,9.88319181555319,8.13862972239364,8.51701045717116,8.77321481855451
"202887_s_at",10.0259658496149,10.2896960107577,10.6619126200577,10.575670880079,9.11141038605483,9.51073052820962,9.8156144265128
"220953_s_at",7.652382918643,7.16678038557378,6.95163541223455,6.95163541223455,6.66123871389936,6.80583999308742,6.22022007315295
"208861_s_at",8.14215242900038,8.89111645237301,8.69504823759689,8.36216622573605,7.38251227020176,7.42309850971446,7.48532021141565
"222111_at",5.8368617652354,6.03094681269678,6.17956186994883,5.8368617652354,5.33822369138507,5.53135444621891,5.76682451166009
"221712_s_at",9.18833316216728,8.68669530701686,9.20818340793594,9.39647923153694,9.46922058333963,9.75823761548102,10.0009346983331
"218932_at",7.64632166072674,7.77782050611296,7.89840037026303,7.54735940552663,7.05061509139022,7.51350283503685,7.69712694414716
"222204_s_at",7.1221618503117,7.55714047391363,7.61496088804574,7.17899985042019,7.33582457851005,7.87604423774369,8.18390647713417
"218273_s_at",6.25924702303914,6.39498588689007,6.29129673661685,6.14338586578645,7.14512505881444,7.16869954371378,6.94093961205103
"218799_at",7.85571186504211,7.84652959083711,7.89063891527806,7.9103495861934,6.95507302772238,7.51543009354903,7.29205929465221
"209433_s_at",7.97318882800789,7.82421557136392,8.00963648928604,8.10655210564173,8.10655210564173,8.66478781703711,8.70497298291174
"203480_s_at",7.31311936815567,7.62292348427023,7.96402945826643,7.58038480675207,6.91925202030877,7.33648910203015,7.33776270552412
"221771_s_at",7.33112233583045,6.9267618513208,6.9267618513208,7.10122032877849,6.09026833322879,6.39593691269015,6.95366291182802
"217759_at",8.88964044569994,9.00142574960275,9.24832084853026,9.45830635314659,8.09774932032949,8.67606506318793,8.63361703690725
"219067_s_at",6.8386197842998,6.88506556458168,6.94665382932235,6.99864772074831,5.3330101306716,5.84852658851959,5.78739169040251
"218823_s_at",7.70325484472186,7.96435944539681,7.36403430493602,7.63668728810448,6.92093789757991,7.31865321175661,7.63668728810448
"220272_at",7.25413978357396,6.82611470838966,7.19558930717915,7.25128463706032,6.6411071773035,6.24481283955339,6.25190451563873
"221650_s_at",6.89001257422233,6.78764280401179,6.83336191493564,6.9068230805085,7.62608772603925,7.77409755667525,7.01116421040584
"218602_s_at",4.2120244262023,4.88573093009905,4.74474776827509,4.2789179576613,3.65834705944929,4.6887451048674,4.63670095032672
"221569_at",7.41588995945832,7.46709955727098,7.36652269150215,7.76136381531355,6.96587676832077,6.91337484830859,6.65997043043369
"219691_at",6.70866727911632,7.3477114829716,6.47502872537463,5.88246682249193,6.64666800022119,6.5198117040044,6.45114957296645
"218396_at",7.69712694414716,7.76343774888358,7.35724433946887,7.12107404797358,6.84331276612626,7.10107492828501,7.15854030192128
"202808_at",8.99000689339034,8.82025214871063,8.99858005612285,8.99516308674267,7.92856791312035,8.12564576260082,8.27354744935073
"218527_at",8.70289800273185,8.84856057738333,8.66578205495519,8.8491416765223,8.01682210655619,8.3093600502449,8.52191474769086
"219858_s_at",4.04895791671498,4.18322203299676,3.54847292361518,3.4570838650103,3.52112403851939,3.36259816188483,3.23915835482508
"220127_s_at",8.00421654770537,8.04115888127206,7.86013631781395,7.94046924687409,8.49926522794071,8.74886874974515,8.5998387455863
"219069_at",7.36346542556207,8.09752531904217,7.69502939549603,7.6939385392459,8.41723305630284,8.35784133789611,8.5067455894601
"220306_at",5.77951510388466,5.95564078371786,5.93981053613282,5.99721063513505,6.8859096463433,6.59507680610955,6.24889291398457
"218736_s_at",7.78157609341154,8.18242194996181,7.67537194356709,7.5098424612696,6.82177239792339,7.26378629830471,7.26939678701158
"215017_s_at",6.08566586836184,6.82359331781299,6.60143038657029,6.3873367084398,4.59789652694253,5.1659227008641,5.52875735728047
"220095_at",6.68305085591746,6.65131861036553,6.67307538586685,6.69227317285597,6.33085843312601,5.86243168324784,5.98672950359613
"219062_s_at",5.83887216856357,6.3015787998441,6.42838343591205,5.77580884736515,5.36683816741721,5.31646494296507,5.65594496401198
"220939_s_at",8.98599766890307,9.18135124531454,9.66421375145352,9.57717282417059,8.6982563629033,9.22212574776149,9.18135124531454
"219433_at",5.53991504562012,5.83696552602962,6.22483756975016,5.71414381088855,4.87398820473904,5.23547097358198,5.49012520329513
"218124_at",8.1120765567956,8.12209873747237,7.68369658405478,7.98787394275594,8.75520258509296,8.45149173195176,8.77281282229481
"214877_at",7.03773949428698,7.07981557259681,6.95943994968575,6.93210559151609,6.57780495616393,6.63906335673231,6.2329381773517
"218331_s_at",7.57706245376431,8.16358535451826,7.95086422697204,7.67683622515881,6.13148449910733,6.86259130047102,6.95818534864347
"221685_s_at",9.98847380708388,10.3615303429437,10.0400153096595,9.80927255583691,9.17039436895999,9.34304624984587,9.29100618547109
